GroupNumber,GroupUnit,GroupSkill1,GroupSkill2,GroupSkill3,GroupSkill4,GroupPreference1,GroupPreference2,GroupPreference3,ProjectNumber,ProjectUnit,ProjectSkill1,ProjectSkill2,ProjectSkill3,ProjectSkill4,ProjectPreference1,ProjectPreference2,ProjectPreference3,Allocated
3,11522,opensource concepts,neural networks,kotlin,python,5,7,0,9,9786,qualitative research skills,database administration,python,swift,10,31,12,0
4,9785,mongodb,software development,javascript,mysql,8,8,9,0,10004,database design,xml,ui design,github,11,7,36,0
4,9785,mongodb,software development,javascript,mysql,8,8,9,1,10004,application development ,cad,statistical analysis,linux,40,2,40,0
4,9785,mongodb,software development,javascript,mysql,8,8,9,2,10098,agile development,express,cam,electrical engineering,12,15,19,0
4,9785,mongodb,software development,javascript,mysql,8,8,9,3,9785,hardware engineering,ui design,sdn,mongodb,26,40,18,1
4,9785,mongodb,software development,javascript,mysql,8,8,9,4,10005,application development ,rest,ui design,sql server,34,36,33,0
4,9785,mongodb,software development,javascript,mysql,8,8,9,5,10098,wordpress,kotlin,c,asp.net,37,13,16,0
4,9785,mongodb,software development,javascript,mysql,8,8,9,6,9786,linear algebra,matlab,application development ,asp.net,40,23,26,0
4,9785,mongodb,software development,javascript,mysql,8,8,9,7,9786,javascript,linear algebra,saas,perl,10,14,24,0
4,9785,mongodb,software development,javascript,mysql,8,8,9,8,10005,community engagement ,android studio,ui design,wordpress,37,26,32,0
4,9785,mongodb,software development,javascript,mysql,8,8,9,9,9786,qualitative research skills,database administration,python,swift,10,31,12,0
5,9785,c,angular,cam,electrical engineering,9,1,1,0,10004,database design,xml,ui design,github,11,7,36,0
5,9785,c,angular,cam,electrical engineering,9,1,1,1,10004,application development ,cad,statistical analysis,linux,40,2,40,0
5,9785,c,angular,cam,electrical engineering,9,1,1,2,10098,agile development,express,cam,electrical engineering,12,15,19,0
5,9785,c,angular,cam,electrical engineering,9,1,1,3,9785,hardware engineering,ui design,sdn,mongodb,26,40,18,0
5,9785,c,angular,cam,electrical engineering,9,1,1,4,10005,application development ,rest,ui design,sql server,34,36,33,0
5,9785,c,angular,cam,electrical engineering,9,1,1,5,10098,wordpress,kotlin,c,asp.net,37,13,16,0
5,9785,c,angular,cam,electrical engineering,9,1,1,6,9786,linear algebra,matlab,application development ,asp.net,40,23,26,0
5,9785,c,angular,cam,electrical engineering,9,1,1,7,9786,javascript,linear algebra,saas,perl,10,14,24,1
5,9785,c,angular,cam,electrical engineering,9,1,1,8,10005,community engagement ,android studio,ui design,wordpress,37,26,32,0
5,9785,c,angular,cam,electrical engineering,9,1,1,9,9786,qualitative research skills,database administration,python,swift,10,31,12,0
6,10005,writing,electrical engineering,swift,r,0,10,6,0,10004,database design,xml,ui design,github,11,7,36,0
6,10005,writing,electrical engineering,swift,r,0,10,6,1,10004,application development ,cad,statistical analysis,linux,40,2,40,0
6,10005,writing,electrical engineering,swift,r,0,10,6,2,10098,agile development,express,cam,electrical engineering,12,15,19,0
6,10005,writing,electrical engineering,swift,r,0,10,6,3,9785,hardware engineering,ui design,sdn,mongodb,26,40,18,0
6,10005,writing,electrical engineering,swift,r,0,10,6,4,10005,application development ,rest,ui design,sql server,34,36,33,1
6,10005,writing,electrical engineering,swift,r,0,10,6,5,10098,wordpress,kotlin,c,asp.net,37,13,16,0
6,10005,writing,electrical engineering,swift,r,0,10,6,6,9786,linear algebra,matlab,application development ,asp.net,40,23,26,0
6,10005,writing,electrical engineering,swift,r,0,10,6,7,9786,javascript,linear algebra,saas,perl,10,14,24,0
6,10005,writing,electrical engineering,swift,r,0,10,6,8,10005,community engagement ,android studio,ui design,wordpress,37,26,32,0
6,10005,writing,electrical engineering,swift,r,0,10,6,9,9786,qualitative research skills,database administration,python,swift,10,31,12,0
7,10004,linear algebra,matlab,node.js,c++,10,2,8,0,10004,database design,xml,ui design,github,11,7,36,1
7,10004,linear algebra,matlab,node.js,c++,10,2,8,1,10004,application development ,cad,statistical analysis,linux,40,2,40,0
7,10004,linear algebra,matlab,node.js,c++,10,2,8,2,10098,agile development,express,cam,electrical engineering,12,15,19,0
7,10004,linear algebra,matlab,node.js,c++,10,2,8,3,9785,hardware engineering,ui design,sdn,mongodb,26,40,18,0
7,10004,linear algebra,matlab,node.js,c++,10,2,8,4,10005,application development ,rest,ui design,sql server,34,36,33,0
7,10004,linear algebra,matlab,node.js,c++,10,2,8,5,10098,wordpress,kotlin,c,asp.net,37,13,16,0
7,10004,linear algebra,matlab,node.js,c++,10,2,8,6,9786,linear algebra,matlab,application development ,asp.net,40,23,26,0
7,10004,linear algebra,matlab,node.js,c++,10,2,8,7,9786,javascript,linear algebra,saas,perl,10,14,24,0
7,10004,linear algebra,matlab,node.js,c++,10,2,8,8,10005,community engagement ,android studio,ui design,wordpress,37,26,32,0
7,10004,linear algebra,matlab,node.js,c++,10,2,8,9,9786,qualitative research skills,database administration,python,swift,10,31,12,0
8,10005,html,machine learning,matlab,qualitative research skills,6,7,3,0,10004,database design,xml,ui design,github,11,7,36,0
8,10005,html,machine learning,matlab,qualitative research skills,6,7,3,1,10004,application development ,cad,statistical analysis,linux,40,2,40,0
8,10005,html,machine learning,matlab,qualitative research skills,6,7,3,2,10098,agile development,express,cam,electrical engineering,12,15,19,0
8,10005,html,machine learning,matlab,qualitative research skills,6,7,3,3,9785,hardware engineering,ui design,sdn,mongodb,26,40,18,0
8,10005,html,machine learning,matlab,qualitative research skills,6,7,3,4,10005,application development ,rest,ui design,sql server,34,36,33,0
8,10005,html,machine learning,matlab,qualitative research skills,6,7,3,5,10098,wordpress,kotlin,c,asp.net,37,13,16,0
8,10005,html,machine learning,matlab,qualitative research skills,6,7,3,6,9786,linear algebra,matlab,application development ,asp.net,40,23,26,0
8,10005,html,machine learning,matlab,qualitative research skills,6,7,3,7,9786,javascript,linear algebra,saas,perl,10,14,24,0
8,10005,html,machine learning,matlab,qualitative research skills,6,7,3,8,10005,community engagement ,android studio,ui design,wordpress,37,26,32,1
8,10005,html,machine learning,matlab,qualitative research skills,6,7,3,9,9786,qualitative research skills,database administration,python,swift,10,31,12,0
9,9786,analysis,android studio,mongodb,angular,7,0,3,0,10004,database design,xml,ui design,github,11,7,36,0
9,9786,analysis,android studio,mongodb,angular,7,0,3,1,10004,application development ,cad,statistical analysis,linux,40,2,40,0
9,9786,analysis,android studio,mongodb,angular,7,0,3,2,10098,agile development,express,cam,electrical engineering,12,15,19,0
9,9786,analysis,android studio,mongodb,angular,7,0,3,3,9785,hardware engineering,ui design,sdn,mongodb,26,40,18,0
9,9786,analysis,android studio,mongodb,angular,7,0,3,4,10005,application development ,rest,ui design,sql server,34,36,33,0
9,9786,analysis,android studio,mongodb,angular,7,0,3,5,10098,wordpress,kotlin,c,asp.net,37,13,16,0
9,9786,analysis,android studio,mongodb,angular,7,0,3,6,9786,linear algebra,matlab,application development ,asp.net,40,23,26,0
9,9786,analysis,android studio,mongodb,angular,7,0,3,7,9786,javascript,linear algebra,saas,perl,10,14,24,1
9,9786,analysis,android studio,mongodb,angular,7,0,3,8,10005,community engagement ,android studio,ui design,wordpress,37,26,32,0
9,9786,analysis,android studio,mongodb,angular,7,0,3,9,9786,qualitative research skills,database administration,python,swift,10,31,12,0
10,11522,perl,writing,analysis,project management ,6,10,2,0,10004,database design,xml,ui design,github,11,7,36,0
10,11522,perl,writing,analysis,project management ,6,10,2,1,10004,application development ,cad,statistical analysis,linux,40,2,40,0
10,11522,perl,writing,analysis,project management ,6,10,2,2,10098,agile development,express,cam,electrical engineering,12,15,19,0
10,11522,perl,writing,analysis,project management ,6,10,2,3,9785,hardware engineering,ui design,sdn,mongodb,26,40,18,0
10,11522,perl,writing,analysis,project management ,6,10,2,4,10005,application development ,rest,ui design,sql server,34,36,33,0
10,11522,perl,writing,analysis,project management ,6,10,2,5,10098,wordpress,kotlin,c,asp.net,37,13,16,0
10,11522,perl,writing,analysis,project management ,6,10,2,6,9786,linear algebra,matlab,application development ,asp.net,40,23,26,0
10,11522,perl,writing,analysis,project management ,6,10,2,7,9786,javascript,linear algebra,saas,perl,10,14,24,1
10,11522,perl,writing,analysis,project management ,6,10,2,8,10005,community engagement ,android studio,ui design,wordpress,37,26,32,0
10,11522,perl,writing,analysis,project management ,6,10,2,9,9786,qualitative research skills,database administration,python,swift,10,31,12,0
11,10004,electrical engineering,mysql,r,scripting,3,3,6,0,10004,database design,xml,ui design,github,11,7,36,1
11,10004,electrical engineering,mysql,r,scripting,3,3,6,1,10004,application development ,cad,statistical analysis,linux,40,2,40,0
11,10004,electrical engineering,mysql,r,scripting,3,3,6,2,10098,agile development,express,cam,electrical engineering,12,15,19,0
11,10004,electrical engineering,mysql,r,scripting,3,3,6,3,9785,hardware engineering,ui design,sdn,mongodb,26,40,18,0
11,10004,electrical engineering,mysql,r,scripting,3,3,6,4,10005,application development ,rest,ui design,sql server,34,36,33,0
11,10004,electrical engineering,mysql,r,scripting,3,3,6,5,10098,wordpress,kotlin,c,asp.net,37,13,16,0
11,10004,electrical engineering,mysql,r,scripting,3,3,6,6,9786,linear algebra,matlab,application development ,asp.net,40,23,26,0
11,10004,electrical engineering,mysql,r,scripting,3,3,6,7,9786,javascript,linear algebra,saas,perl,10,14,24,0
11,10004,electrical engineering,mysql,r,scripting,3,3,6,8,10005,community engagement ,android studio,ui design,wordpress,37,26,32,0
11,10004,electrical engineering,mysql,r,scripting,3,3,6,9,9786,qualitative research skills,database administration,python,swift,10,31,12,0
12,9786,hardware engineering,machine learning,c,xml,1,6,2,0,10004,database design,xml,ui design,github,11,7,36,0
12,9786,hardware engineering,machine learning,c,xml,1,6,2,1,10004,application development ,cad,statistical analysis,linux,40,2,40,0
12,9786,hardware engineering,machine learning,c,xml,1,6,2,2,10098,agile development,express,cam,electrical engineering,12,15,19,0
12,9786,hardware engineering,machine learning,c,xml,1,6,2,3,9785,hardware engineering,ui design,sdn,mongodb,26,40,18,0
12,9786,hardware engineering,machine learning,c,xml,1,6,2,4,10005,application development ,rest,ui design,sql server,34,36,33,0
12,9786,hardware engineering,machine learning,c,xml,1,6,2,5,10098,wordpress,kotlin,c,asp.net,37,13,16,0
12,9786,hardware engineering,machine learning,c,xml,1,6,2,6,9786,linear algebra,matlab,application development ,asp.net,40,23,26,1
12,9786,hardware engineering,machine learning,c,xml,1,6,2,7,9786,javascript,linear algebra,saas,perl,10,14,24,0
12,9786,hardware engineering,machine learning,c,xml,1,6,2,8,10005,community engagement ,android studio,ui design,wordpress,37,26,32,0
12,9786,hardware engineering,machine learning,c,xml,1,6,2,9,9786,qualitative research skills,database administration,python,swift,10,31,12,0
13,9785,wordpress,mobile app development,github,rest,7,7,8,0,10004,database design,xml,ui design,github,11,7,36,0
13,9785,wordpress,mobile app development,github,rest,7,7,8,1,10004,application development ,cad,statistical analysis,linux,40,2,40,0
13,9785,wordpress,mobile app development,github,rest,7,7,8,2,10098,agile development,express,cam,electrical engineering,12,15,19,0
13,9785,wordpress,mobile app development,github,rest,7,7,8,3,9785,hardware engineering,ui design,sdn,mongodb,26,40,18,1
13,9785,wordpress,mobile app development,github,rest,7,7,8,4,10005,application development ,rest,ui design,sql server,34,36,33,0
13,9785,wordpress,mobile app development,github,rest,7,7,8,5,10098,wordpress,kotlin,c,asp.net,37,13,16,0
13,9785,wordpress,mobile app development,github,rest,7,7,8,6,9786,linear algebra,matlab,application development ,asp.net,40,23,26,0
13,9785,wordpress,mobile app development,github,rest,7,7,8,7,9786,javascript,linear algebra,saas,perl,10,14,24,0
13,9785,wordpress,mobile app development,github,rest,7,7,8,8,10005,community engagement ,android studio,ui design,wordpress,37,26,32,0
13,9785,wordpress,mobile app development,github,rest,7,7,8,9,9786,qualitative research skills,database administration,python,swift,10,31,12,0
14,10004,database design,project management ,business analytics ,neural networks,7,10,3,0,10004,database design,xml,ui design,github,11,7,36,0
14,10004,database design,project management ,business analytics ,neural networks,7,10,3,1,10004,application development ,cad,statistical analysis,linux,40,2,40,0
14,10004,database design,project management ,business analytics ,neural networks,7,10,3,2,10098,agile development,express,cam,electrical engineering,12,15,19,0
14,10004,database design,project management ,business analytics ,neural networks,7,10,3,3,9785,hardware engineering,ui design,sdn,mongodb,26,40,18,0
14,10004,database design,project management ,business analytics ,neural networks,7,10,3,4,10005,application development ,rest,ui design,sql server,34,36,33,0
14,10004,database design,project management ,business analytics ,neural networks,7,10,3,5,10098,wordpress,kotlin,c,asp.net,37,13,16,0
14,10004,database design,project management ,business analytics ,neural networks,7,10,3,6,9786,linear algebra,matlab,application development ,asp.net,40,23,26,0
14,10004,database design,project management ,business analytics ,neural networks,7,10,3,7,9786,javascript,linear algebra,saas,perl,10,14,24,1
14,10004,database design,project management ,business analytics ,neural networks,7,10,3,8,10005,community engagement ,android studio,ui design,wordpress,37,26,32,0
14,10004,database design,project management ,business analytics ,neural networks,7,10,3,9,9786,qualitative research skills,database administration,python,swift,10,31,12,0
15,9786,matlab,c,neural networks,express,0,3,3,0,10004,database design,xml,ui design,github,11,7,36,0
15,9786,matlab,c,neural networks,express,0,3,3,1,10004,application development ,cad,statistical analysis,linux,40,2,40,0
15,9786,matlab,c,neural networks,express,0,3,3,2,10098,agile development,express,cam,electrical engineering,12,15,19,0
15,9786,matlab,c,neural networks,express,0,3,3,3,9785,hardware engineering,ui design,sdn,mongodb,26,40,18,0
15,9786,matlab,c,neural networks,express,0,3,3,4,10005,application development ,rest,ui design,sql server,34,36,33,0
15,9786,matlab,c,neural networks,express,0,3,3,5,10098,wordpress,kotlin,c,asp.net,37,13,16,0
15,9786,matlab,c,neural networks,express,0,3,3,6,9786,linear algebra,matlab,application development ,asp.net,40,23,26,1
15,9786,matlab,c,neural networks,express,0,3,3,7,9786,javascript,linear algebra,saas,perl,10,14,24,0
15,9786,matlab,c,neural networks,express,0,3,3,8,10005,community engagement ,android studio,ui design,wordpress,37,26,32,0
15,9786,matlab,c,neural networks,express,0,3,3,9,9786,qualitative research skills,database administration,python,swift,10,31,12,0
16,11522,kotlin,data visualization,express,kotlin,9,9,7,0,10004,database design,xml,ui design,github,11,7,36,0
16,11522,kotlin,data visualization,express,kotlin,9,9,7,1,10004,application development ,cad,statistical analysis,linux,40,2,40,0
16,11522,kotlin,data visualization,express,kotlin,9,9,7,2,10098,agile development,express,cam,electrical engineering,12,15,19,0
16,11522,kotlin,data visualization,express,kotlin,9,9,7,3,9785,hardware engineering,ui design,sdn,mongodb,26,40,18,0
16,11522,kotlin,data visualization,express,kotlin,9,9,7,4,10005,application development ,rest,ui design,sql server,34,36,33,0
16,11522,kotlin,data visualization,express,kotlin,9,9,7,5,10098,wordpress,kotlin,c,asp.net,37,13,16,0
16,11522,kotlin,data visualization,express,kotlin,9,9,7,6,9786,linear algebra,matlab,application development ,asp.net,40,23,26,0
16,11522,kotlin,data visualization,express,kotlin,9,9,7,7,9786,javascript,linear algebra,saas,perl,10,14,24,1
16,11522,kotlin,data visualization,express,kotlin,9,9,7,8,10005,community engagement ,android studio,ui design,wordpress,37,26,32,0
16,11522,kotlin,data visualization,express,kotlin,9,9,7,9,9786,qualitative research skills,database administration,python,swift,10,31,12,0
17,10004,robotics,linear algebra,database design,swift,5,8,9,0,10004,database design,xml,ui design,github,11,7,36,0
17,10004,robotics,linear algebra,database design,swift,5,8,9,1,10004,application development ,cad,statistical analysis,linux,40,2,40,1
17,10004,robotics,linear algebra,database design,swift,5,8,9,2,10098,agile development,express,cam,electrical engineering,12,15,19,0
17,10004,robotics,linear algebra,database design,swift,5,8,9,3,9785,hardware engineering,ui design,sdn,mongodb,26,40,18,0
17,10004,robotics,linear algebra,database design,swift,5,8,9,4,10005,application development ,rest,ui design,sql server,34,36,33,0
17,10004,robotics,linear algebra,database design,swift,5,8,9,5,10098,wordpress,kotlin,c,asp.net,37,13,16,0
17,10004,robotics,linear algebra,database design,swift,5,8,9,6,9786,linear algebra,matlab,application development ,asp.net,40,23,26,0
17,10004,robotics,linear algebra,database design,swift,5,8,9,7,9786,javascript,linear algebra,saas,perl,10,14,24,0
17,10004,robotics,linear algebra,database design,swift,5,8,9,8,10005,community engagement ,android studio,ui design,wordpress,37,26,32,0
17,10004,robotics,linear algebra,database design,swift,5,8,9,9,9786,qualitative research skills,database administration,python,swift,10,31,12,0
18,10004,android studio,mobile app development,express,asp.net,5,6,7,0,10004,database design,xml,ui design,github,11,7,36,0
18,10004,android studio,mobile app development,express,asp.net,5,6,7,1,10004,application development ,cad,statistical analysis,linux,40,2,40,0
18,10004,android studio,mobile app development,express,asp.net,5,6,7,2,10098,agile development,express,cam,electrical engineering,12,15,19,0
18,10004,android studio,mobile app development,express,asp.net,5,6,7,3,9785,hardware engineering,ui design,sdn,mongodb,26,40,18,0
18,10004,android studio,mobile app development,express,asp.net,5,6,7,4,10005,application development ,rest,ui design,sql server,34,36,33,0
18,10004,android studio,mobile app development,express,asp.net,5,6,7,5,10098,wordpress,kotlin,c,asp.net,37,13,16,0
18,10004,android studio,mobile app development,express,asp.net,5,6,7,6,9786,linear algebra,matlab,application development ,asp.net,40,23,26,0
18,10004,android studio,mobile app development,express,asp.net,5,6,7,7,9786,javascript,linear algebra,saas,perl,10,14,24,1
18,10004,android studio,mobile app development,express,asp.net,5,6,7,8,10005,community engagement ,android studio,ui design,wordpress,37,26,32,0
18,10004,android studio,mobile app development,express,asp.net,5,6,7,9,9786,qualitative research skills,database administration,python,swift,10,31,12,0
19,10098,linux,vue.js,project management ,neural networks,3,3,2,0,10004,database design,xml,ui design,github,11,7,36,0
19,10098,linux,vue.js,project management ,neural networks,3,3,2,1,10004,application development ,cad,statistical analysis,linux,40,2,40,0
19,10098,linux,vue.js,project management ,neural networks,3,3,2,2,10098,agile development,express,cam,electrical engineering,12,15,19,1
19,10098,linux,vue.js,project management ,neural networks,3,3,2,3,9785,hardware engineering,ui design,sdn,mongodb,26,40,18,0
19,10098,linux,vue.js,project management ,neural networks,3,3,2,4,10005,application development ,rest,ui design,sql server,34,36,33,0
19,10098,linux,vue.js,project management ,neural networks,3,3,2,5,10098,wordpress,kotlin,c,asp.net,37,13,16,0
19,10098,linux,vue.js,project management ,neural networks,3,3,2,6,9786,linear algebra,matlab,application development ,asp.net,40,23,26,0
19,10098,linux,vue.js,project management ,neural networks,3,3,2,7,9786,javascript,linear algebra,saas,perl,10,14,24,0
19,10098,linux,vue.js,project management ,neural networks,3,3,2,8,10005,community engagement ,android studio,ui design,wordpress,37,26,32,0
19,10098,linux,vue.js,project management ,neural networks,3,3,2,9,9786,qualitative research skills,database administration,python,swift,10,31,12,0
20,11522,rest,github,genetic algorithms,database administration,9,3,7,0,10004,database design,xml,ui design,github,11,7,36,0
20,11522,rest,github,genetic algorithms,database administration,9,3,7,1,10004,application development ,cad,statistical analysis,linux,40,2,40,0
20,11522,rest,github,genetic algorithms,database administration,9,3,7,2,10098,agile development,express,cam,electrical engineering,12,15,19,0
20,11522,rest,github,genetic algorithms,database administration,9,3,7,3,9785,hardware engineering,ui design,sdn,mongodb,26,40,18,0
20,11522,rest,github,genetic algorithms,database administration,9,3,7,4,10005,application development ,rest,ui design,sql server,34,36,33,0
20,11522,rest,github,genetic algorithms,database administration,9,3,7,5,10098,wordpress,kotlin,c,asp.net,37,13,16,0
20,11522,rest,github,genetic algorithms,database administration,9,3,7,6,9786,linear algebra,matlab,application development ,asp.net,40,23,26,0
20,11522,rest,github,genetic algorithms,database administration,9,3,7,7,9786,javascript,linear algebra,saas,perl,10,14,24,1
20,11522,rest,github,genetic algorithms,database administration,9,3,7,8,10005,community engagement ,android studio,ui design,wordpress,37,26,32,0
20,11522,rest,github,genetic algorithms,database administration,9,3,7,9,9786,qualitative research skills,database administration,python,swift,10,31,12,0
21,10004,database administration,linear algebra,c,c++,7,4,1,0,10004,database design,xml,ui design,github,11,7,36,0
21,10004,database administration,linear algebra,c,c++,7,4,1,1,10004,application development ,cad,statistical analysis,linux,40,2,40,0
21,10004,database administration,linear algebra,c,c++,7,4,1,2,10098,agile development,express,cam,electrical engineering,12,15,19,0
21,10004,database administration,linear algebra,c,c++,7,4,1,3,9785,hardware engineering,ui design,sdn,mongodb,26,40,18,0
21,10004,database administration,linear algebra,c,c++,7,4,1,4,10005,application development ,rest,ui design,sql server,34,36,33,0
21,10004,database administration,linear algebra,c,c++,7,4,1,5,10098,wordpress,kotlin,c,asp.net,37,13,16,0
21,10004,database administration,linear algebra,c,c++,7,4,1,6,9786,linear algebra,matlab,application development ,asp.net,40,23,26,0
21,10004,database administration,linear algebra,c,c++,7,4,1,7,9786,javascript,linear algebra,saas,perl,10,14,24,1
21,10004,database administration,linear algebra,c,c++,7,4,1,8,10005,community engagement ,android studio,ui design,wordpress,37,26,32,0
21,10004,database administration,linear algebra,c,c++,7,4,1,9,9786,qualitative research skills,database administration,python,swift,10,31,12,0
22,10005,hardware engineering,database administration,c++,matlab,9,7,8,0,10004,database design,xml,ui design,github,11,7,36,0
22,10005,hardware engineering,database administration,c++,matlab,9,7,8,1,10004,application development ,cad,statistical analysis,linux,40,2,40,0
22,10005,hardware engineering,database administration,c++,matlab,9,7,8,2,10098,agile development,express,cam,electrical engineering,12,15,19,0
22,10005,hardware engineering,database administration,c++,matlab,9,7,8,3,9785,hardware engineering,ui design,sdn,mongodb,26,40,18,0
22,10005,hardware engineering,database administration,c++,matlab,9,7,8,4,10005,application development ,rest,ui design,sql server,34,36,33,0
22,10005,hardware engineering,database administration,c++,matlab,9,7,8,5,10098,wordpress,kotlin,c,asp.net,37,13,16,0
22,10005,hardware engineering,database administration,c++,matlab,9,7,8,6,9786,linear algebra,matlab,application development ,asp.net,40,23,26,0
22,10005,hardware engineering,database administration,c++,matlab,9,7,8,7,9786,javascript,linear algebra,saas,perl,10,14,24,0
22,10005,hardware engineering,database administration,c++,matlab,9,7,8,8,10005,community engagement ,android studio,ui design,wordpress,37,26,32,1
22,10005,hardware engineering,database administration,c++,matlab,9,7,8,9,9786,qualitative research skills,database administration,python,swift,10,31,12,0
23,9785,matlab,data visualization,neural networks,machine learning,2,4,3,0,10004,database design,xml,ui design,github,11,7,36,0
23,9785,matlab,data visualization,neural networks,machine learning,2,4,3,1,10004,application development ,cad,statistical analysis,linux,40,2,40,0
23,9785,matlab,data visualization,neural networks,machine learning,2,4,3,2,10098,agile development,express,cam,electrical engineering,12,15,19,0
23,9785,matlab,data visualization,neural networks,machine learning,2,4,3,3,9785,hardware engineering,ui design,sdn,mongodb,26,40,18,0
23,9785,matlab,data visualization,neural networks,machine learning,2,4,3,4,10005,application development ,rest,ui design,sql server,34,36,33,0
23,9785,matlab,data visualization,neural networks,machine learning,2,4,3,5,10098,wordpress,kotlin,c,asp.net,37,13,16,0
